42949672960,53
42949672961,47
42949672962,66
42949672963,63
42949672964,35
42949672965,44
42949672966,39
42949672967,61
42949672968,41
42949672969,50
42949672970,45
42949672971,53
42949672972,58
42949672973,58
42949672974,51
42949672975,42
42949672976,45
42949672977,75
42949672978,35
42949672979,39
42949672980,68
42949672981,60
42949672982,60
42949672983,30
42949672984,48
42949672985,63
42949672986,52
42949672987,47
42949672988,56
42949672989,45
42949672990,59
42949672991,70
42949672992,42
42949672993,39
42949672994,39
42949672995,49
42949672996,52
42949672997,39
42949672998,45
42949672999,36
42949673000,48
42949673001,54
42949673002,55
42949673003,41
42949673004,62
42949673005,62
42949673006,46
42949673007,41
42949673008,28
42949673009,58
42949673010,50
42949673011,51
42949673012,37
42949673013,64
42949673014,46
42949673015,60
42949673016,31
42949673017,55
42949673018,46
42949673019,52
42949673020,55
42949673021,46
42949673022,41
42949673023,53
42949673024,57
42949673025,68
42949673026,33
42949673027,45
42949673028,50
42949673029,47
42949673030,53
42949673031,45
42949673032,55
42949673033,58
42949673034,54
42949673035,53
42949673036,42
42949673037,59
42949673038,39
42949673039,65
42949673040,70
42949673041,50
42949673042,65
42949673043,56
42949673044,48
42949673045,54
42949673046,39
42949673047,63
42949673048,62
42949673049,53
42949673050,55
42949673051,52
42949673052,51
42949673053,63
42949673054,49
42949673055,63
42949673056,71
42949673057,66
42949673058,41
42949673059,62
42949673060,52
42949673061,64
42949673062,74
42949673063,35
42949673064,49
42949673065,34
42949673066,51
42949673067,52
42949673068,46
42949673069,26
42949673070,33
42949673071,38
42949673072,53
42949673073,50
42949673074,50
42949673075,40
42949673076,49
42949673077,46
42949673078,70
42949673079,48
42949673080,57
42949673081,59
42949673082,68
42949673083,54
42949673084,63
42949673085,44
42949673086,31
42949673087,65
42949673088,54
42949673089,46
42949673090,45
42949673091,34
42949673092,63
42949673093,45
42949673094,40
42949673095,50
42949673096,75
42949673097,46
42949673098,58
42949673099,45
42949673100,56
42949673101,23
42949673102,57
42949673103,58
42949673104,57
42949673105,40
42949673106,58
42949673107,58
42949673108,44
42949673109,23
42949673110,69
42949673111,54
42949673112,54
42949673113,55
42949673114,49
42949673115,47
42949673116,42
42949673117,44
42949673118,37
42949673119,44
42949673120,68
42949673121,50
42949673122,61
42949673123,51
