34359738368,27
34359738369,59
34359738370,54
34359738371,37
34359738372,56
34359738373,45
34359738374,53
34359738375,67
34359738376,56
34359738377,55
34359738378,34
34359738379,50
34359738380,47
34359738381,53
34359738382,58
34359738383,50
34359738384,56
34359738385,54
34359738386,46
34359738387,31
34359738388,59
34359738389,36
34359738390,53
34359738391,53
34359738392,58
34359738393,51
34359738394,66
34359738395,37
34359738396,34
34359738397,52
34359738398,46
34359738399,37
34359738400,63
34359738401,58
34359738402,57
34359738403,56
34359738404,35
34359738405,58
34359738406,63
34359738407,38
34359738408,38
34359738409,50
34359738410,47
34359738411,55
34359738412,46
34359738413,57
34359738414,60
34359738415,48
34359738416,27
34359738417,46
34359738418,53
34359738419,55
34359738420,56
34359738421,51
34359738422,51
34359738423,50
34359738424,41
34359738425,43
34359738426,52
34359738427,56
34359738428,57
34359738429,39
34359738430,47
34359738431,51
34359738432,56
34359738433,45
34359738434,57
34359738435,44
34359738436,50
34359738437,51
34359738438,34
34359738439,44
34359738440,65
34359738441,51
34359738442,49
34359738443,50
34359738444,44
34359738445,48
34359738446,42
34359738447,43
34359738448,41
34359738449,53
34359738450,42
34359738451,39
34359738452,62
34359738453,55
34359738454,76
34359738455,40
34359738456,55
34359738457,62
34359738458,48
34359738459,48
34359738460,41
34359738461,34
34359738462,40
34359738463,59
34359738464,31
34359738465,29
34359738466,46
34359738467,35
34359738468,55
34359738469,42
34359738470,59
34359738471,47
34359738472,51
34359738473,53
34359738474,31
34359738475,45
34359738476,51
34359738477,54
34359738478,43
34359738479,44
34359738480,58
34359738481,66
34359738482,44
34359738483,59
34359738484,64
34359738485,54
34359738486,46
34359738487,48
34359738488,56
34359738489,59
34359738490,59
34359738491,46
34359738492,34
34359738493,46
34359738494,59
34359738495,50
34359738496,45
34359738497,50
34359738498,47
34359738499,65
34359738500,44
34359738501,43
34359738502,49
34359738503,37
34359738504,53
34359738505,37
34359738506,43
34359738507,74
34359738508,43
34359738509,52
34359738510,56
34359738511,52
34359738512,42
34359738513,54
34359738514,45
34359738515,57
34359738516,49
34359738517,47
34359738518,43
34359738519,47
34359738520,46
34359738521,68
34359738522,56
34359738523,55
34359738524,43
34359738525,43
34359738526,44
34359738527,42
34359738528,59
34359738529,48
34359738530,43
34359738531,40
34359738532,41
34359738533,68
34359738534,39
34359738535,68
34359738536,40
34359738537,64
34359738538,40
34359738539,37
34359738540,62
34359738541,52
34359738542,52
34359738543,49
34359738544,43
34359738545,57
34359738546,52
34359738547,56
34359738548,54
34359738549,54
34359738550,50
34359738551,48
34359738552,46
34359738553,52
34359738554,46
34359738555,70
34359738556,56
34359738557,50
34359738558,57
34359738559,67
34359738560,79
34359738561,57
34359738562,70
34359738563,57
34359738564,52
34359738565,26
34359738566,54
34359738567,59
34359738568,53
34359738569,51
34359738570,53
34359738571,48
34359738572,29
34359738573,41
34359738574,41
34359738575,47
34359738576,66
34359738577,58
34359738578,28
34359738579,61
34359738580,75
34359738581,58
34359738582,60
34359738583,52
34359738584,45
34359738585,19
34359738586,62
34359738587,37
34359738588,60
34359738589,42
34359738590,50
34359738591,64
34359738592,47
34359738593,45
34359738594,48
34359738595,34
34359738596,42
34359738597,49
34359738598,59
34359738599,59
34359738600,54
34359738601,49
34359738602,40
34359738603,57
34359738604,60
34359738605,34
34359738606,64
34359738607,65
