8589934592,49
8589934593,27
8589934594,66
8589934595,51
8589934596,45
8589934597,46
8589934598,48
8589934599,39
8589934600,62
8589934601,56
8589934602,31
8589934603,34
8589934604,50
8589934605,47
8589934606,48
8589934607,44
8589934608,33
8589934609,62
8589934610,55
8589934611,59
8589934612,39
8589934613,50
8589934614,56
8589934615,55
8589934616,65
8589934617,41
8589934618,60
8589934619,55
8589934620,45
8589934621,56
8589934622,36
8589934623,56
8589934624,59
8589934625,45
8589934626,65
8589934627,69
8589934628,59
8589934629,50
8589934630,57
8589934631,40
8589934632,33
8589934633,64
8589934634,33
8589934635,62
8589934636,58
8589934637,38
8589934638,33
8589934639,31
8589934640,54
8589934641,53
8589934642,56
8589934643,55
8589934644,52
8589934645,52
8589934646,33
8589934647,94
8589934648,55
8589934649,64
8589934650,47
8589934651,60
8589934652,64
8589934653,52
8589934654,77
8589934655,41
8589934656,45
8589934657,28
8589934658,37
8589934659,34
8589934660,53
8589934661,69
8589934662,67
8589934663,44
8589934664,45
8589934665,38
8589934666,59
8589934667,51
8589934668,40
8589934669,55
8589934670,37
8589934671,49
8589934672,71
8589934673,48
8589934674,46
8589934675,48
8589934676,76
8589934677,24
8589934678,50
8589934679,80
8589934680,46
8589934681,62
8589934682,42
8589934683,56
8589934684,53
8589934685,31
8589934686,47
8589934687,48
8589934688,49
8589934689,48
8589934690,35
8589934691,62
8589934692,41
8589934693,57
8589934694,53
8589934695,64
8589934696,31
8589934697,41
8589934698,48
8589934699,37
8589934700,65
8589934701,67
8589934702,73
8589934703,60
8589934704,67
8589934705,42
8589934706,58
8589934707,40
8589934708,53
8589934709,31
8589934710,59
8589934711,74
8589934712,53
8589934713,35
8589934714,47
8589934715,41
8589934716,51
8589934717,47
8589934718,57
8589934719,51
8589934720,55
8589934721,49
8589934722,68
8589934723,24
8589934724,71
8589934725,51
8589934726,57
8589934727,59
8589934728,28
8589934729,67
8589934730,76
8589934731,53
8589934732,33
8589934733,53
8589934734,53
8589934735,62
8589934736,48
8589934737,44
8589934738,44
8589934739,53
8589934740,41
8589934741,28
8589934742,66
8589934743,46
8589934744,55
8589934745,41
8589934746,50
8589934747,62
8589934748,62
8589934749,66
8589934750,54
8589934751,34
8589934752,62
8589934753,71
8589934754,39
8589934755,68
8589934756,34
8589934757,41
8589934758,42
8589934759,46
8589934760,51
8589934761,44
8589934762,50
8589934763,49
8589934764,56
8589934765,30
8589934766,37
8589934767,58
8589934768,45
8589934769,64
8589934770,36
8589934771,36
8589934772,62
8589934773,55
8589934774,59
8589934775,45
8589934776,39
8589934777,47
8589934778,56
8589934779,50
8589934780,38
8589934781,40
8589934782,61
8589934783,49
8589934784,45
8589934785,60
8589934786,63
8589934787,43
